"","gene_name","longest_transcript"
"7208","ENSMUSG00000043388.8","ENSMUST00000061446.7"
"7209","ENSMUSG00000069171.14","ENSMUST00000091458.12"
"7210","ENSMUSG00000095852.7","ENSMUST00000189964.6"
"7211","ENSMUSG00000034219.15","ENSMUST00000042266.12"
"7212","ENSMUSG00000069299.2","ENSMUST00000228243.1"
"7213","ENSMUSG00000038521.17","ENSMUST00000160505.7"
"7214","ENSMUSG00000015854.7","ENSMUST00000015998.7"
"7215","ENSMUSG00000030213.12","ENSMUST00000032335.12"
"7216","ENSMUSG00000094545.1","ENSMUST00000164245.1"
"7217","ENSMUSG00000022383.13","ENSMUST00000109423.7"
"7218","ENSMUSG00000047671.8","ENSMUST00000062206.2"
"7219","ENSMUSG00000039774.12","ENSMUST00000045041.11"
"7220","ENSMUSG00000059663.1","ENSMUST00000082357.1"
"7221","ENSMUSG00000094838.2","ENSMUST00000190516.1"
"7222","ENSMUSG00000118125.1","ENSMUST00000160852.7"
"7223","ENSMUSG00000029123.8","ENSMUST00000094836.5"
"7224","ENSMUSG00000031169.13","ENSMUST00000077595.11"
"7225","ENSMUSG00000024939.6","ENSMUST00000099955.3"
"7226","ENSMUSG00000109903.1","ENSMUST00000211738.1"
"7227","ENSMUSG00000008601.12","ENSMUST00000008745.12"
"7228","ENSMUSG00000042888.10","ENSMUST00000057718.10"
"7229","ENSMUSG00000037022.3","ENSMUST00000048718.3"
"7230","ENSMUSG00000006611.15","ENSMUST00000091706.13"
"7231","ENSMUSG00000066643.12","ENSMUST00000085745.12"
"7232","ENSMUSG00000099611.2","ENSMUST00000227357.1"
"7233","ENSMUSG00000094658.7","ENSMUST00000171534.7"
"7234","ENSMUSG00000094762.1","ENSMUST00000098744.1"
"7235","ENSMUSG00000042607.15","ENSMUST00000043294.11"
"7236","ENSMUSG00000042529.14","ENSMUST00000041944.8"
"7237","ENSMUSG00000028680.14","ENSMUST00000076859.11"
"7238","ENSMUSG00000074449.3","ENSMUST00000084046.5"
"7239","ENSMUSG00000094558.1","ENSMUST00000105020.1"
"7240","ENSMUSG00000025051.1","ENSMUST00000026029.1"
"7241","ENSMUSG00000020463.15","ENSMUST00000020755.11"
"7242","ENSMUSG00000022788.16","ENSMUST00000161861.7"
"7243","ENSMUSG00000056493.9","ENSMUST00000072837.6"
"7244","ENSMUSG00000096663.1","ENSMUST00000163461.1"
"7245","ENSMUSG00000053080.10","ENSMUST00000159348.2"
"7246","ENSMUSG00000029563.16","ENSMUST00000115474.7"
"7247","ENSMUSG00000096903.1","ENSMUST00000169689.1"
"7248","ENSMUSG00000039067.5","ENSMUST00000044106.5"
"7249","ENSMUSG00000056091.12","ENSMUST00000069994.10"
"7250","ENSMUSG00000072888.2","ENSMUST00000101137.2"
"7251","ENSMUSG00000079478.9","ENSMUST00000025885.5"
"7252","ENSMUSG00000054753.9","ENSMUST00000171749.2"
"7253","ENSMUSG00000054321.7","ENSMUST00000169862.1"
"7254","ENSMUSG00000091827.2","ENSMUST00000166086.2"
"7255","ENSMUSG00000052469.9","ENSMUST00000097403.3"
"7256","ENSMUSG00000014907.10","ENSMUST00000118009.1"
"7257","ENSMUSG00000021952.16","ENSMUST00000174545.8"
"7258","ENSMUSG00000060176.4","ENSMUST00000225388.1"
"7259","ENSMUSG00000029235.14","ENSMUST00000031145.6"
"7260","ENSMUSG00000025279.7","ENSMUST00000026315.7"
"7261","ENSMUSG00000062310.7","ENSMUST00000067625.8"
"7262","ENSMUSG00000002020.15","ENSMUST00000002073.12"
"7263","ENSMUSG00000042121.16","ENSMUST00000159592.7"
"7264","ENSMUSG00000011179.8","ENSMUST00000171737.2"
"7265","ENSMUSG00000025047.9","ENSMUST00000072141.3"
"7266","ENSMUSG00000039782.15","ENSMUST00000166713.8"
"7267","ENSMUSG00000024758.15","ENSMUST00000065304.12"
"7268","ENSMUSG00000040296.15","ENSMUST00000037907.12"
"7269","ENSMUSG00000075316.11","ENSMUST00000100064.8"
"7270","ENSMUSG00000067199.4","ENSMUST00000087155.4"
"7271","ENSMUSG00000094578.8","ENSMUST00000181603.1"
"7272","ENSMUSG00000060594.6","ENSMUST00000098782.3"
"7273","ENSMUSG00000095916.2","ENSMUST00000235950.1"
"7274","ENSMUSG00000021340.13","ENSMUST00000021773.12"
"7275","ENSMUSG00000025040.13","ENSMUST00000026016.12"
"7276","ENSMUSG00000013921.15","ENSMUST00000014065.15"
"7277","ENSMUSG00000004347.17","ENSMUST00000239143.1"
"7278","ENSMUSG00000047604.3","ENSMUST00000059231.3"
"7279","ENSMUSG00000032381.5","ENSMUST00000034945.5"
"7280","ENSMUSG00000028243.5","ENSMUST00000029907.5"
"7281","ENSMUSG00000035773.6","ENSMUST00000045529.2"
"7282","ENSMUSG00000038327.8","ENSMUST00000075515.6"
"7283","ENSMUSG00000028044.6","ENSMUST00000029679.3"
"7284","ENSMUSG00000053091.16","ENSMUST00000121777.8"
"7285","ENSMUSG00000031145.15","ENSMUST00000033485.13"
"7286","ENSMUSG00000094876.1","ENSMUST00000105019.2"
"7287","ENSMUSG00000095675.2","ENSMUST00000178864.2"
"7288","ENSMUSG00000032056.10","ENSMUST00000213680.1"
"7289","ENSMUSG00000022401.12","ENSMUST00000163754.8"
"7290","ENSMUSG00000025337.10","ENSMUST00000026387.10"
"7291","ENSMUSG00000048439.15","ENSMUST00000049887.12"
"7292","ENSMUSG00000041247.8","ENSMUST00000081880.6"
"7293","ENSMUSG00000095716.1","ENSMUST00000178621.1"
"7294","ENSMUSG00000035329.7","ENSMUST00000043204.7"
"7295","ENSMUSG00000090202.1","ENSMUST00000049703.5"
"7296","ENSMUSG00000071356.7","ENSMUST00000096904.5"
"7297","ENSMUSG00000047139.9","ENSMUST00000214476.1"
"7298","ENSMUSG00000031551.12","ENSMUST00000033956.6"
"7299","ENSMUSG00000035781.14","ENSMUST00000045628.14"
"7300","ENSMUSG00000033715.15","ENSMUST00000118717.9"
"7301","ENSMUSG00000066760.12","ENSMUST00000071399.12"
"7302","ENSMUSG00000042408.13","ENSMUST00000046751.12"
"7303","ENSMUSG00000032057.9","ENSMUST00000170947.2"
"7304","ENSMUSG00000030126.17","ENSMUST00000032222.15"
"7305","ENSMUSG00000078817.4","ENSMUST00000108653.3"
"7306","ENSMUSG00000028857.16","ENSMUST00000105907.8"
"7307","ENSMUSG00000079536.1","ENSMUST00000114125.1"
"7308","ENSMUSG00000054676.15","ENSMUST00000067854.9"
"7309","ENSMUSG00000048652.12","ENSMUST00000125965.7"
"7310","ENSMUSG00000031146.6","ENSMUST00000033486.5"
"7311","ENSMUSG00000063281.9","ENSMUST00000074941.7"
"7312","ENSMUSG00000057967.12","ENSMUST00000020507.7"
"7313","ENSMUSG00000052981.6","ENSMUST00000065118.6"
"7314","ENSMUSG00000078511.3","ENSMUST00000105766.1"
"7315","ENSMUSG00000099740.1","ENSMUST00000185340.1"
"7316","ENSMUSG00000031131.11","ENSMUST00000033465.9"
"7317","ENSMUSG00000098470.1","ENSMUST00000184647.1"
"7318","ENSMUSG00000021959.16","ENSMUST00000022531.13"
"7319","ENSMUSG00000062761.7","ENSMUST00000076264.7"
"7320","ENSMUSG00000051392.5","ENSMUST00000199297.3"
"7321","ENSMUSG00000051518.8","ENSMUST00000052499.8"
"7322","ENSMUSG00000062327.10","ENSMUST00000074667.8"
"7323","ENSMUSG00000035049.4","ENSMUST00000038677.4"
"7324","ENSMUSG00000033033.10","ENSMUST00000035822.1"
"7325","ENSMUSG00000000078.7","ENSMUST00000000080.7"
"7326","ENSMUSG00000010142.12","ENSMUST00000010286.7"
"7327","ENSMUSG00000003418.11","ENSMUST00000003509.9"
"7328","ENSMUSG00000047619.5","ENSMUST00000051706.5"
"7329","ENSMUSG00000026087.11","ENSMUST00000027256.11"
"7330","ENSMUSG00000035395.11","ENSMUST00000113959.7"
"7331","ENSMUSG00000074768.6","ENSMUST00000099309.5"
"7332","ENSMUSG00000027719.15","ENSMUST00000144629.7"
"7333","ENSMUSG00000032006.15","ENSMUST00000168039.7"
"7334","ENSMUSG00000028909.17","ENSMUST00000030741.8"
"7335","ENSMUSG00000078510.3","ENSMUST00000105763.1"
"7336","ENSMUSG00000068699.12","ENSMUST00000065090.7"
"7337","ENSMUSG00000027070.14","ENSMUST00000080953.11"
"7338","ENSMUSG00000047108.4","ENSMUST00000057236.4"
"7339","ENSMUSG00000002871.14","ENSMUST00000055022.14"
"7340","ENSMUSG00000046449.15","ENSMUST00000087879.10"
"7341","ENSMUSG00000075378.2","ENSMUST00000216663.1"
"7342","ENSMUSG00000049800.13","ENSMUST00000093292.10"
"7343","ENSMUSG00000036002.12","ENSMUST00000107958.7"
"7344","ENSMUSG00000101381.1","ENSMUST00000185755.1"
"7345","ENSMUSG00000039710.14","ENSMUST00000037321.7"
"7346","ENSMUSG00000038070.15","ENSMUST00000047023.12"
"7347","ENSMUSG00000031028.14","ENSMUST00000033341.11"
"7348","ENSMUSG00000040006.13","ENSMUST00000124838.1"
"7349","ENSMUSG00000070737.10","ENSMUST00000094712.4"
"7350","ENSMUSG00000051469.14","ENSMUST00000066497.11"
"7351","ENSMUSG00000021940.10","ENSMUST00000022508.7"
"7352","ENSMUSG00000090487.8","ENSMUST00000170521.7"
"7353","ENSMUSG00000072100.4","ENSMUST00000096852.4"
"7354","ENSMUSG00000012640.16","ENSMUST00000048015.13"
"7355","ENSMUSG00000053211.10","ENSMUST00000189888.6"
"7356","ENSMUSG00000024903.10","ENSMUST00000058651.4"
"7357","ENSMUSG00000114942.1","ENSMUST00000174694.7"
"7358","ENSMUSG00000037210.16","ENSMUST00000180376.7"
"7359","ENSMUSG00000014402.15","ENSMUST00000014546.14"
"7360","ENSMUSG00000019577.6","ENSMUST00000019721.6"
"7361","ENSMUSG00000028339.17","ENSMUST00000102917.10"
"7362","ENSMUSG00000057754.2","ENSMUST00000076756.2"
"7363","ENSMUSG00000054932.6","ENSMUST00000042755.6"
"7364","ENSMUSG00000027720.7","ENSMUST00000029275.5"
"7365","ENSMUSG00000022519.14","ENSMUST00000023161.7"
"7366","ENSMUSG00000061977.2","ENSMUST00000072404.2"
"7367","ENSMUSG00000021339.4","ENSMUST00000021772.3"
"7368","ENSMUSG00000039826.13","ENSMUST00000048044.11"
"7369","ENSMUSG00000051153.5","ENSMUST00000053652.5"
"7370","ENSMUSG00000095295.8","ENSMUST00000181562.7"
"7371","ENSMUSG00000063478.2","ENSMUST00000080619.2"
"7372","ENSMUSG00000032492.14","ENSMUST00000198865.4"
"7373","ENSMUSG00000097853.1","ENSMUST00000181880.1"
"7374","ENSMUSG00000028062.15","ENSMUST00000029698.14"
"7375","ENSMUSG00000108622.2","ENSMUST00000223070.1"
"7376","ENSMUSG00000022680.14","ENSMUST00000023361.11"
"7377","ENSMUSG00000099787.3","ENSMUST00000238109.1"
"7378","ENSMUSG00000038782.7","ENSMUST00000236952.1"
"7379","ENSMUSG00000037752.4","ENSMUST00000045550.4"
"7380","ENSMUSG00000094695.2","ENSMUST00000238203.1"
"7381","ENSMUSG00000069189.5","ENSMUST00000091493.5"
"7382","ENSMUSG00000061731.9","ENSMUST00000077273.8"
"7383","ENSMUSG00000038244.14","ENSMUST00000037991.11"
"7384","ENSMUSG00000078218.2","ENSMUST00000140300.1"
"7385","ENSMUSG00000096761.1","ENSMUST00000173886.1"
"7386","ENSMUSG00000007721.6","ENSMUST00000007865.6"
"7387","ENSMUSG00000041935.10","ENSMUST00000046633.9"
"7388","ENSMUSG00000032648.14","ENSMUST00000035269.14"
"7389","ENSMUSG00000057068.15","ENSMUST00000146417.8"
"7390","ENSMUSG00000036611.5","ENSMUST00000040677.5"
"7391","ENSMUSG00000048330.14","ENSMUST00000055993.12"
"7392","ENSMUSG00000100608.1","ENSMUST00000188269.1"
"7393","ENSMUSG00000054409.5","ENSMUST00000067469.5"
"7394","ENSMUSG00000031681.16","ENSMUST00000066091.13"
"7395","ENSMUSG00000020952.10","ENSMUST00000021335.6"
"7396","ENSMUSG00000042215.8","ENSMUST00000044691.8"
"7397","ENSMUSG00000050921.12","ENSMUST00000150494.1"
"7398","ENSMUSG00000068341.8","ENSMUST00000089667.7"
"7399","ENSMUSG00000096145.2","ENSMUST00000033074.7"
"7400","ENSMUSG00000068566.12","ENSMUST00000203328.2"
"7401","ENSMUSG00000028522.16","ENSMUST00000097945.9"
"7402","ENSMUSG00000079513.1","ENSMUST00000113958.1"
"7403","ENSMUSG00000037960.11","ENSMUST00000048946.6"
"7404","ENSMUSG00000030114.8","ENSMUST00000032207.8"
"7405","ENSMUSG00000030378.15","ENSMUST00000063509.10"
"7406","ENSMUSG00000090919.6","ENSMUST00000192793.5"
"7407","ENSMUSG00000063953.3","ENSMUST00000080898.3"
"7408","ENSMUSG00000091987.8","ENSMUST00000187842.6"
"7409","ENSMUSG00000049739.10","ENSMUST00000050383.7"
"7410","ENSMUSG00000029236.4","ENSMUST00000031146.2"
"7411","ENSMUSG00000046093.9","ENSMUST00000059667.8"
"7412","ENSMUSG00000046916.9","ENSMUST00000051809.9"
"7413","ENSMUSG00000038347.15","ENSMUST00000143162.7"
"7414","ENSMUSG00000056656.6","ENSMUST00000089450.4"
"7415","ENSMUSG00000081534.3","ENSMUST00000117892.1"
"7416","ENSMUSG00000049728.14","ENSMUST00000054415.11"
"7417","ENSMUSG00000078816.9","ENSMUST00000100301.10"
"7418","ENSMUSG00000024266.8","ENSMUST00000098361.3"
"7419","ENSMUSG00000057982.8","ENSMUST00000072465.8"
"7420","ENSMUSG00000048332.13","ENSMUST00000059562.13"
"7421","ENSMUSG00000063810.7","ENSMUST00000213058.1"
"7422","ENSMUSG00000059741.13","ENSMUST00000079784.11"
"7423","ENSMUSG00000028664.14","ENSMUST00000059287.13"
"7424","ENSMUSG00000060962.12","ENSMUST00000165887.7"
"7425","ENSMUSG00000027506.15","ENSMUST00000094381.10"
"7426","ENSMUSG00000047963.7","ENSMUST00000050952.3"
"7427","ENSMUSG00000038602.7","ENSMUST00000105473.2"
"7428","ENSMUSG00000025588.4","ENSMUST00000212171.1"
"7429","ENSMUSG00000015522.18","ENSMUST00000102749.10"
"7430","ENSMUSG00000042761.14","ENSMUST00000113149.7"
"7431","ENSMUSG00000022475.19","ENSMUST00000116409.8"
"7432","ENSMUSG00000011752.7","ENSMUST00000011896.7"
"7433","ENSMUSG00000063728.10","ENSMUST00000112562.7"
"7434","ENSMUSG00000021852.14","ENSMUST00000074368.10"
"7435","ENSMUSG00000042118.7","ENSMUST00000015941.7"
"7436","ENSMUSG00000095837.1","ENSMUST00000174364.1"
"7437","ENSMUSG00000030804.8","ENSMUST00000126662.1"
"7438","ENSMUSG00000030546.14","ENSMUST00000205915.1"
"7439","ENSMUSG00000109060.1","ENSMUST00000207881.1"
"7440","ENSMUSG00000034429.15","ENSMUST00000147641.7"
"7441","ENSMUSG00000044139.12","ENSMUST00000121394.2"
"7442","ENSMUSG00000079516.2","ENSMUST00000101272.2"
"7443","ENSMUSG00000107874.1","ENSMUST00000048686.8"
"7444","ENSMUSG00000093996.2","ENSMUST00000178192.2"
"7445","ENSMUSG00000078509.1","ENSMUST00000105762.1"
"7446","ENSMUSG00000051147.10","ENSMUST00000093470.6"
"7447","ENSMUSG00000002043.17","ENSMUST00000108455.7"
"7448","ENSMUSG00000031576.16","ENSMUST00000098858.10"
"7449","ENSMUSG00000038872.10","ENSMUST00000220518.1"
"7450","ENSMUSG00000046932.2","ENSMUST00000228303.1"
"7451","ENSMUSG00000067543.8","ENSMUST00000087853.3"
"7452","ENSMUSG00000043715.12","ENSMUST00000059880.6"
"7453","ENSMUSG00000068036.16","ENSMUST00000137784.7"
"7454","ENSMUSG00000000792.2","ENSMUST00000000809.2"
"7455","ENSMUSG00000040632.16","ENSMUST00000062232.14"
"7456","ENSMUSG00000054459.8","ENSMUST00000220506.1"
"7457","ENSMUSG00000096178.7","ENSMUST00000190558.6"
"7458","ENSMUSG00000069297.1","ENSMUST00000091737.1"
"7459","ENSMUSG00000037151.8","ENSMUST00000049242.8"
"7460","ENSMUSG00000056426.3","ENSMUST00000070514.3"
"7461","ENSMUSG00000021461.17","ENSMUST00000163091.7"
"7462","ENSMUSG00000026798.10","ENSMUST00000028137.9"
"7463","ENSMUSG00000095234.2","ENSMUST00000238328.1"
"7464","ENSMUSG00000008604.11","ENSMUST00000008748.7"
"7465","ENSMUSG00000029513.14","ENSMUST00000031486.13"
"7466","ENSMUSG00000053228.12","ENSMUST00000108491.7"
"7467","ENSMUSG00000046667.14","ENSMUST00000050069.8"
"7468","ENSMUSG00000032338.9","ENSMUST00000034889.9"
"7469","ENSMUSG00000043602.5","ENSMUST00000060444.5"
"7470","ENSMUSG00000026818.5","ENSMUST00000028161.5"
"7471","ENSMUSG00000094156.2","ENSMUST00000211740.1"
"7472","ENSMUSG00000041216.15","ENSMUST00000038841.13"
"7473","ENSMUSG00000069296.4","ENSMUST00000228711.1"
"7474","ENSMUSG00000036591.16","ENSMUST00000141298.8"
"7475","ENSMUSG00000079410.4","ENSMUST00000166494.1"
"7476","ENSMUSG00000029602.11","ENSMUST00000031606.9"
"7477","ENSMUSG00000057135.12","ENSMUST00000108534.8"
"7478","ENSMUSG00000031132.1","ENSMUST00000033466.1"
"7479","ENSMUSG00000022540.16","ENSMUST00000023191.16"
"7480","ENSMUSG00000022686.14","ENSMUST00000121344.7"
"7481","ENSMUSG00000068877.12","ENSMUST00000090848.9"
"7482","ENSMUSG00000094066.1","ENSMUST00000180201.1"
"7483","ENSMUSG00000020642.13","ENSMUST00000020971.13"
"7484","ENSMUSG00000023262.13","ENSMUST00000024031.12"
"7485","ENSMUSG00000051706.3","ENSMUST00000054541.2"
"7486","ENSMUSG00000025656.17","ENSMUST00000113884.7"
"7487","ENSMUSG00000036181.2","ENSMUST00000040914.2"
"7488","ENSMUSG00000062794.8","ENSMUST00000086281.4"
"7489","ENSMUSG00000026816.14","ENSMUST00000113889.8"
"7490","ENSMUSG00000054958.6","ENSMUST00000068262.5"
"7491","ENSMUSG00000071452.4","ENSMUST00000050276.8"
"7492","ENSMUSG00000028156.12","ENSMUST00000029803.11"
"7493","ENSMUSG00000068740.13","ENSMUST00000090558.9"
"7494","ENSMUSG00000069310.4","ENSMUST00000091752.4"
"7495","ENSMUSG00000045193.13","ENSMUST00000105365.8"
"7496","ENSMUSG00000099398.1","ENSMUST00000187467.1"
"7497","ENSMUSG00000031093.14","ENSMUST00000033419.12"
"7498","ENSMUSG00000024795.11","ENSMUST00000087341.6"
"7499","ENSMUSG00000071613.11","ENSMUST00000170790.7"
"7500","ENSMUSG00000033499.14","ENSMUST00000188211.7"
"7501","ENSMUSG00000038984.4","ENSMUST00000042021.4"
"7502","ENSMUSG00000028207.18","ENSMUST00000078139.12"
"7503","ENSMUSG00000028407.4","ENSMUST00000129758.2"
"7504","ENSMUSG00000075425.10","ENSMUST00000113810.8"
"7505","ENSMUSG00000019772.5","ENSMUST00000019906.5"
"7506","ENSMUSG00000028883.17","ENSMUST00000095012.9"
"7507","ENSMUSG00000030510.11","ENSMUST00000066475.10"
"7508","ENSMUSG00000071014.10","ENSMUST00000095128.9"
"7509","ENSMUSG00000069053.11","ENSMUST00000190013.6"
"7510","ENSMUSG00000022681.15","ENSMUST00000023362.14"
"7511","ENSMUSG00000024959.14","ENSMUST00000025910.12"
"7512","ENSMUSG00000038665.15","ENSMUST00000101532.9"
"7513","ENSMUSG00000027770.5","ENSMUST00000029336.5"
"7514","ENSMUSG00000045246.11","ENSMUST00000061828.9"
"7515","ENSMUSG00000036822.6","ENSMUST00000042575.6"
"7516","ENSMUSG00000019146.2","ENSMUST00000019290.2"
"7517","ENSMUSG00000005718.8","ENSMUST00000005862.8"
"7518","ENSMUSG00000051680.3","ENSMUST00000215541.1"
"7519","ENSMUSG00000035126.19","ENSMUST00000106868.3"
"7520","ENSMUSG00000073724.12","ENSMUST00000084191.2"
"7521","ENSMUSG00000007458.14","ENSMUST00000007602.14"
"7522","ENSMUSG00000095294.2","ENSMUST00000178438.2"
"7523","ENSMUSG00000020286.12","ENSMUST00000020527.11"
"7524","ENSMUSG00000031461.4","ENSMUST00000033842.3"
"7525","ENSMUSG00000047989.11","ENSMUST00000055012.11"
"7526","ENSMUSG00000028885.8","ENSMUST00000030709.8"
"7527","ENSMUSG00000028528.17","ENSMUST00000106933.1"
"7528","ENSMUSG00000032454.9","ENSMUST00000189446.6"
"7529","ENSMUSG00000030822.15","ENSMUST00000106292.7"
"7530","ENSMUSG00000032744.4","ENSMUST00000040821.4"
"7531","ENSMUSG00000019863.7","ENSMUST00000020012.6"
"7532","ENSMUSG00000086022.1","ENSMUST00000124065.1"
"7533","ENSMUSG00000024672.11","ENSMUST00000025574.10"
"7534","ENSMUSG00000073723.10","ENSMUST00000097799.8"
"7535","ENSMUSG00000096039.8","ENSMUST00000112797.11"
"7536","ENSMUSG00000023336.6","ENSMUST00000024107.6"
"7537","ENSMUSG00000028609.6","ENSMUST00000030348.5"
"7538","ENSMUSG00000024958.13","ENSMUST00000166115.8"
"7539","ENSMUSG00000101337.6","ENSMUST00000189749.6"
"7540","ENSMUSG00000114797.1","ENSMUST00000041905.7"
"7541","ENSMUSG00000030143.7","ENSMUST00000080849.5"
"7542","ENSMUSG00000040618.7","ENSMUST00000048781.3"
"7543","ENSMUSG00000061650.6","ENSMUST00000081980.6"
"7544","ENSMUSG00000009563.16","ENSMUST00000009707.13"
"7545","ENSMUSG00000079409.8","ENSMUST00000171150.7"
"7546","ENSMUSG00000022130.10","ENSMUST00000022727.9"
"7547","ENSMUSG00000070639.5","ENSMUST00000112707.2"
"7548","ENSMUSG00000049892.7","ENSMUST00000062405.7"
"7549","ENSMUSG00000075377.2","ENSMUST00000213817.1"
"7550","ENSMUSG00000094307.1","ENSMUST00000105015.2"
"7551","ENSMUSG00000041556.8","ENSMUST00000047951.8"
"7552","ENSMUSG00000027677.17","ENSMUST00000108210.8"
"7553","ENSMUSG00000053838.14","ENSMUST00000066496.9"
"7554","ENSMUSG00000050810.8","ENSMUST00000050933.8"
"7555","ENSMUSG00000035451.7","ENSMUST00000044380.7"
"7556","ENSMUSG00000042197.13","ENSMUST00000019861.12"
"7557","ENSMUSG00000028971.4","ENSMUST00000030815.2"
"7558","ENSMUSG00000049902.6","ENSMUST00000061597.6"
"7559","ENSMUSG00000039021.15","ENSMUST00000161430.7"
"7560","ENSMUSG00000021598.9","ENSMUST00000221893.1"
"7561","ENSMUSG00000075330.4","ENSMUST00000100083.4"
"7562","ENSMUSG00000048921.11","ENSMUST00000053392.10"
"7563","ENSMUSG00000094596.1","ENSMUST00000179325.1"
"7564","ENSMUSG00000078198.2","ENSMUST00000217298.1"
"7565","ENSMUSG00000101750.3","ENSMUST00000217275.1"
"7566","ENSMUSG00000021638.12","ENSMUST00000069756.10"
"7567","ENSMUSG00000057880.12","ENSMUST00000065987.13"
"7568","ENSMUSG00000022561.13","ENSMUST00000023221.12"
"7569","ENSMUSG00000028089.5","ENSMUST00000029730.4"
"7570","ENSMUSG00000028950.3","ENSMUST00000030792.1"
"7571","ENSMUSG00000031727.8","ENSMUST00000034162.7"
"7572","ENSMUSG00000020523.14","ENSMUST00000108850.1"
"7573","ENSMUSG00000028295.14","ENSMUST00000108132.7"
"7574","ENSMUSG00000069806.5","ENSMUST00000092891.5"
"7575","ENSMUSG00000035778.17","ENSMUST00000102794.7"
"7576","ENSMUSG00000020090.7","ENSMUST00000020287.7"
"7577","ENSMUSG00000046782.14","ENSMUST00000172939.7"
"7578","ENSMUSG00000020436.17","ENSMUST00000070735.9"
"7579","ENSMUSG00000021023.14","ENSMUST00000021411.14"
"7580","ENSMUSG00000095263.7","ENSMUST00000189577.6"
"7581","ENSMUSG00000100923.2","ENSMUST00000217290.1"
"7582","ENSMUSG00000008958.14","ENSMUST00000009102.8"
"7583","ENSMUSG00000044847.13","ENSMUST00000129820.7"
"7584","ENSMUSG00000040687.16","ENSMUST00000077941.12"
"7585","ENSMUSG00000031565.18","ENSMUST00000179592.7"
"7586","ENSMUSG00000021765.9","ENSMUST00000022287.7"
"7587","ENSMUSG00000094273.1","ENSMUST00000105014.1"
"7588","ENSMUSG00000043008.9","ENSMUST00000058839.9"
"7589","ENSMUSG00000031101.6","ENSMUST00000033427.6"
"7590","ENSMUSG00000033963.16","ENSMUST00000125139.7"
"7591","ENSMUSG00000062329.4","ENSMUST00000073554.3"
"7592","ENSMUSG00000061414.8","ENSMUST00000212051.1"
"7593","ENSMUSG00000031918.16","ENSMUST00000034396.13"
"7594","ENSMUSG00000053395.15","ENSMUST00000182222.7"
"7595","ENSMUSG00000058145.16","ENSMUST00000098382.9"
"7596","ENSMUSG00000034023.16","ENSMUST00000036340.11"
"7597","ENSMUSG00000063895.7","ENSMUST00000225805.1"
"7598","ENSMUSG00000079534.1","ENSMUST00000114119.1"
"7599","ENSMUSG00000026751.14","ENSMUST00000112883.7"
"7600","ENSMUSG00000057726.3","ENSMUST00000081927.3"
"7601","ENSMUSG00000049659.15","ENSMUST00000146722.8"
"7602","ENSMUSG00000028807.2","ENSMUST00000030610.2"
"7603","ENSMUSG00000029766.7","ENSMUST00000031778.5"
"7604","ENSMUSG00000025043.3","ENSMUST00000026018.3"
"7605","ENSMUSG00000049093.9","ENSMUST00000118364.1"
"7606","ENSMUSG00000058643.3","ENSMUST00000076099.3"
"7607","ENSMUSG00000000301.16","ENSMUST00000102693.8"
"7608","ENSMUSG00000021983.16","ENSMUST00000080368.12"
